State Id,Program Title,"Service
Code","Service
Title","Actual
Start
Date","Actual
End
Date","Completion
Status","Service
Provider
Name","Course
Name","Credential
Type 1","Credential
Date 1","Exit
Reason","Exit
Date",Q0 -Wages at Exit ,"Employment
Start
Date",EmpName,EmpCity,EmpStateCD,JobTitle,HoursPerWeek,"Placement
Hour
Wage","Medical
Benefits","Other
Benefits","Train
Related
Emp","Non
Traditional
Emp","NAICS
Code",QTR1A Exit,QTR2A Exit,QTR3A Exit
631554,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/26/2021,5/26/2021,Successful Completion,ICE Training Center Inc.,CPR/AED Training,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
631554,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/27/2021,5/28/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
631554,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
631554,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/14/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
631554,DC Infrastructure Academy,226,Reading and/or Math Testing,3/19/2021,3/19/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
123179,DC Infrastructure Academy,220,Job Readiness Training,7/5/2021,7/16/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
123179,DC Infrastructure Academy,226,Reading and/or Math Testing,3/19/2021,3/19/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
123179,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/10/2021,7/2/2021,Successful Completion,"CNI, LLC",Washington Gas Training Program,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
101576,DC Infrastructure Academy,226,Reading and/or Math Testing,3/19/2021,3/19/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
511495,DC Infrastructure Academy,226,Reading and/or Math Testing,3/19/2021,3/19/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
124434,DC Infrastructure Academy,226,Reading and/or Math Testing,3/19/2021,3/19/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
272849,DC Infrastructure Academy,226,Reading and/or Math Testing,3/19/2021,3/19/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
272849,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/10/2021,6/2/2021,Unsuccessful Completion - Failed to Report,"CNI, LLC",Washington Gas Training Program,,,,,,                              ,,,,,,,,,,,,,,
426275,DC Infrastructure Academy,226,Reading and/or Math Testing,3/19/2021,3/19/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
481672,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
481672,DC Infrastructure Academy,220,Job Readiness Training,3/25/2021,3/26/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
481672,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
481672,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
481672,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,6/18/2021,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
593834,DC Infrastructure Academy,104,Workshops,4/28/2021,4/28/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
593834,DC Infrastructure Academy,220,Job Readiness Training,4/26/2021,5/7/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
593834,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/30/2021,7/7/2021,Unsuccessful Completion - Failed to Report,Toni Thomas Associates,Commercial Driver's License Class B,,,,,,                              ,,,,,,,,,,,,,,
162603,DC Infrastructure Academy,104,Workshops,4/28/2021,4/28/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
162603,DC Infrastructure Academy,220,Job Readiness Training,4/26/2021,5/7/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
162603,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/30/2021,7/2/2021,Successful Completion,Toni Thomas Associates,Commercial Driver's License Class B,,,,,,                              ,,,,,,,,,,,,,,
558459,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
558459,DC Infrastructure Academy,220,Job Readiness Training,3/15/2021,3/26/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
558459,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
558459,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
558459,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,6/18/2021,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
465057,DC Infrastructure Academy,104,Workshops,4/28/2021,4/28/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
465057,DC Infrastructure Academy,220,Job Readiness Training,4/26/2021,5/7/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
465057,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/30/2021,7/2/2021,Successful Completion,Toni Thomas Associates,Commercial Driver's License Class B,,,,,,                              ,,,,,,,,,,,,,,
328423,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/30/2021,7/7/2021,Unsuccessful Completion - Failed to Report,Toni Thomas Associates,Commercial Driver's License Class B,,,,,,                              ,,,,,,,,,,,,,,
129302,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
129302,DC Infrastructure Academy,220,Job Readiness Training,3/15/2021,3/29/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
129302,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
129302,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
129302,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,6/18/2021,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
181274,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
181274,DC Infrastructure Academy,220,Job Readiness Training,3/15/2021,3/26/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
181274,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
181274,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
181274,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,6/18/2021,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
480034,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
480034,DC Infrastructure Academy,220,Job Readiness Training,3/25/2021,3/26/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
480034,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
480034,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
480034,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,6/18/2021,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
203353,DC Infrastructure Academy,104,Workshops,4/28/2021,4/28/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
203353,DC Infrastructure Academy,220,Job Readiness Training,4/26/2021,5/7/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
203353,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/30/2021,7/2/2021,Successful Completion,Toni Thomas Associates,Commercial Driver's License Class B,,,,,,                              ,,,,,,,,,,,,,,
463327,DC Infrastructure Academy,104,Workshops,4/19/2021,5/4/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
463327,DC Infrastructure Academy,220,Job Readiness Training,3/15/2021,3/26/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
463327,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
463327,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
463327,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,NA,,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
505194,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
505194,DC Infrastructure Academy,220,Job Readiness Training,3/16/2021,3/26/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
505194,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
505194,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
505194,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,6/18/2021,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
427438,DC Infrastructure Academy,220,Job Readiness Training,3/15/2021,3/26/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
427438,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,4/6/2021,Unsuccessful Completion - Did Not Meet Requirement,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
111720,DC Infrastructure Academy,104,Workshops,4/28/2021,4/28/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
111720,DC Infrastructure Academy,220,Job Readiness Training,4/26/2021,5/7/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
111720,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/30/2021,7/2/2021,Successful Completion,Toni Thomas Associates,Commercial Driver's License Class B,,,,,,                              ,,,,,,,,,,,,,,
514791,DC Infrastructure Academy,220,Job Readiness Training,3/15/2021,3/18/2021,Unsuccessful Completion - Failed to Report,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
632056,DC Infrastructure Academy,104,Workshops,4/28/2021,4/28/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
632056,DC Infrastructure Academy,220,Job Readiness Training,4/26/2021,5/7/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
632056,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/30/2021,7/2/2021,Successful Completion,Toni Thomas Associates,Commercial Driver's License Class B,,,,,,                              ,,,,,,,,,,,,,,
623781,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
623781,DC Infrastructure Academy,220,Job Readiness Training,3/15/2021,3/26/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
623781,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
623781,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
623781,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,6/18/2021,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
632144,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
632144,DC Infrastructure Academy,220,Job Readiness Training,3/15/2021,3/26/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
632144,DC Infrastructure Academy,220,Job Readiness Training,3/29/2021,3/29/2021,Participation Waived/Exempted,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
632144,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
632144,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
632144,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,6/18/2021,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
632143,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,Successful Completion Employed,5/4/2021,,                              ,,,,,,,,,,,,,,
632143,DC Infrastructure Academy,220,Job Readiness Training,3/17/2021,3/26/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,Successful Completion Employed,5/4/2021,,                              ,,,,,,,,,,,,,,
632143,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,4/30/2021,Unsuccessful Completion - Employed,GRID Alternatives Mid-Atlantic,Solar Works,,,Successful Completion Employed,5/4/2021,,                              ,,,,,,,,,,,,,,
632143,DC Infrastructure Academy,893,Unsubsidized Employment,5/3/2021,5/3/2021,Successful Completion,,,,,Successful Completion Employed,5/4/2021,,                              ,,,,,,,,,,,,,,
570631,DC Infrastructure Academy,104,Workshops,4/28/2021,4/28/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
570631,DC Infrastructure Academy,220,Job Readiness Training,4/26/2021,5/7/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
570631,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/30/2021,7/2/2021,Successful Completion,Toni Thomas Associates,Commercial Driver's License Class B,,,,,,                              ,,,,,,,,,,,,,,
199107,DC Infrastructure Academy,104,Workshops,4/28/2021,4/28/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
199107,DC Infrastructure Academy,220,Job Readiness Training,4/26/2021,5/7/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
199107,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/30/2021,7/2/2021,Successful Completion,Toni Thomas Associates,Commercial Driver's License Class B,,,,,,                              ,,,,,,,,,,,,,,
173635,DC Infrastructure Academy,104,Workshops,4/28/2021,4/28/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
173635,DC Infrastructure Academy,220,Job Readiness Training,4/26/2021,5/7/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
173635,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/30/2021,7/2/2021,Successful Completion,Toni Thomas Associates,Commercial Driver's License Class B,,,,,,                              ,,,,,,,,,,,,,,
174658,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
174658,DC Infrastructure Academy,220,Job Readiness Training,3/15/2021,3/26/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
174658,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
174658,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
174658,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,6/18/2021,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
632895,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
632895,DC Infrastructure Academy,220,Job Readiness Training,3/15/2021,3/26/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
632895,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
632895,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
632895,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,6/18/2021,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
208475,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
208475,DC Infrastructure Academy,220,Job Readiness Training,3/15/2021,3/26/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
208475,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
208475,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
208475,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,6/18/2021,Successful Completion,,,,,,,,                              ,,,,,,,,,,,,,,
591659,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
591659,DC Infrastructure Academy,220,Job Readiness Training,3/26/2021,3/26/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
591659,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
591659,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
591659,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,6/18/2021,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
69485,DC Infrastructure Academy,101,Orientation,4/23/2021,4/23/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
69485,DC Infrastructure Academy,220,Job Readiness Training,6/1/2021,6/11/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
69485,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/26/2021,5/26/2021,Successful Completion,ICE Training Center Inc.,CPR/AED Training,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
69485,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/27/2021,5/28/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
69485,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
69485,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/16/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
574632,DC Infrastructure Academy,101,Orientation,4/23/2021,4/23/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
634401,DC Infrastructure Academy,101,Orientation,4/14/2021,4/14/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
634401,DC Infrastructure Academy,226,Reading and/or Math Testing,4/27/2021,4/27/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
106536,DC Infrastructure Academy,220,Job Readiness Training,6/1/2021,6/11/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,5/26/2021,Successful Completion Employed,7/21/2021,,7/19/2021,DC Dept of Aging & Community Living,Washington,DC,Community Outreach Specialist,40,36.6,1,1,9,0,,,,
106536,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/26/2021,5/26/2021,Successful Completion,ICE Training Center Inc.,CPR/AED Training,5,5/26/2021,Successful Completion Employed,7/21/2021,,7/19/2021,DC Dept of Aging & Community Living,Washington,DC,Community Outreach Specialist,40,36.6,1,1,9,0,,,,
106536,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/27/2021,5/28/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/26/2021,Successful Completion Employed,7/21/2021,,7/19/2021,DC Dept of Aging & Community Living,Washington,DC,Community Outreach Specialist,40,36.6,1,1,9,0,,,,
106536,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,7/16/2021,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/26/2021,Successful Completion Employed,7/21/2021,,7/19/2021,DC Dept of Aging & Community Living,Washington,DC,Community Outreach Specialist,40,36.6,1,1,9,0,,,,
106536,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/16/2021,7/16/2021,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,5/26/2021,Successful Completion Employed,7/21/2021,,7/19/2021,DC Dept of Aging & Community Living,Washington,DC,Community Outreach Specialist,40,36.6,1,1,9,0,,,,
106536,DC Infrastructure Academy,893,Unsubsidized Employment,7/19/2021,7/19/2021,Successful Completion,,,5,5/26/2021,Successful Completion Employed,7/21/2021,,7/19/2021,DC Dept of Aging & Community Living,Washington,DC,Community Outreach Specialist,40,36.6,1,1,9,0,,,,
514014,DC Infrastructure Academy,101,Orientation,4/30/2021,4/30/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
368260,DC Infrastructure Academy,101,Orientation,4/30/2021,4/30/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
616602,DC Infrastructure Academy,101,Orientation,5/1/2021,5/1/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
179464,DC Infrastructure Academy,101,Orientation,5/3/2021,5/3/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
179464,DC Infrastructure Academy,220,Job Readiness Training,6/1/2021,6/11/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
