State Id,OfficeName,"Service
Code","Service
Title","Actual
Start
Date","Actual
End
Date","Completion
Status","Service
Provider
Name","Course
Name","Credential
Type 1","Credential
Date 1","Exit
Reason","Exit
Date",Q0 -Wages at Exit,"Employment
Start
Date",EmpName,EmpCity,EmpStateCD,JobTitle,HoursPerWeek,"Placement
Hour
Wage","Medical
Benefits","Other
Benefits","Train
Related
Emp","Non
Traditional
Emp","NAICS
Code",QTR1A Exit,QTR2A Exit,QTR3A Exit
390667,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/28/2019,8/28/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,8/28/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
175469,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/8/2019,6/28/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,,,Successful Completion Employed,3/6/2020,,11/23/2019,US Postal Service,Washington,DC,PSE MAIL PROCESSING CLERK,40,17.19,1,1,9,0,491110,,,
472866,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/23/2019,9/16/2019,Successful Completion,Excel Automotive Institute,Automotive Foundations,5,6/21/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
319315,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/8/2019,,,,                              ,,,,,,,,,,,,,,
510229,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/1/2019,9/27/2019,Unsuccessful Completion - Did Not Meet Requirement,Toni Thomas Associates,Commercial Driver's License Class B,,,,,,                              ,,,,,,,,,,,,,,
475600,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/30/2019,5/31/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/31/2019,Successful Completion Employed,9/18/2019,,5/2/2019,Chipotle Mexican Grill,Alexandria,VA,Cashier,40,14,0,0,9,0,722513,,,
113362,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,12/7/2018,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
512168,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/14/2019,Successful Completion Employed,11/18/2019,,11/18/2019,Skanska Walsh,,,Laborer,40,43.24,1,1,9,0,,,,
476503,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/30/2019,5/31/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/31/2019,,,,                              ,,,,,,,,,,,,,,
203759,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,9/20/2019,Successful Completion Employed,1/15/2020,,12/9/2019,"Truly Solar, Inc.",Upper Marlboro,MD,Energy Consultant,40,17,1,1,9,0,,,,
505098,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/15/2019,9/27/2019,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,5,9/27/2019,,,,                              ,,,,,,,,,,,,,,
430685,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/25/2019,7/26/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/28/2019,,,,                              ,,,,,,,,,,,,,,
631554,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
328448,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/1/2019,8/2/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,7/12/2019,,,,                              ,,,,,,,,,,,,,,
204390,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/21/2019,Successful Completion,9/9/2020,,                              ,,,,,,,,,,,,,,
307939,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/9/2019,Successful Completion Employed,8/5/2019,,8/5/2019,"Nando's Restaurant Group, Inc.",Washington,DC,Griller,40,11.5,0,0,9,0,722513,,,
507339,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/16/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
151880,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/6/2019,6/7/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/7/2019,Successful Completion Employed,10/12/2019,,10/12/2019,Labor Finders,Alexandria,VA,General Laborer,40,12.39,1,1,9,0,561311,,,
100379,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/5/2019,9/6/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/4/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
398618,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/13/2019,7/24/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,,,Successful Completion Employed,9/9/2019,,9/9/2019,"Pepco Holdings, Inc.",Washington,DC,lineman,40,20,1,1,9,0,221122,,,
135410,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/6/2019,6/7/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/7/2019,Unknown Status,9/10/2020,,                              ,,,,,,,,,,,,,,
105520,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/8/2019,7/8/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,,,,,,                              ,,,,,,,,,,,,,,
160831,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/28/2019,9/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/28/2019,,,,                              ,,,,,,,,,,,,,,
469476,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,9/20/2019,,,,                              ,,,,,,,,,,,,,,
342588,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/5/2019,6/5/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,6,6/5/2019,Successful Completion Employed,1/6/2020,,1/6/2020,Gibbs & Cox Inc,Arlington,VA,PC Specialist,40,27.6,0,0,9,0,541310,,,
173944,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/21/2019,,,,                              ,,,,,,,,,,,,,,
136814,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/1/2019,8/30/2019,Successful Completion,Toni Thomas Associates,Commercial Driver's License Class B,5,6/21/2019,,,,                              ,,,,,,,,,,,,,,
13220,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,6,9/18/2019,,,,                              ,,,,,,,,,,,,,,
96194,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/25/2019,7/26/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/21/2019,Successful Completion Employed,6/18/2019,,6/18/2019,Eugene McCutchen,,,Mover,40,15,0,0,9,0,,,,
27529,American Job Center - Headquarters,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/9/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
328411,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/22/2019,9/8/2019,Successful Completion,Excel Automotive Institute,Automotive Foundations,5,7/12/2019,,,,                              ,,,,,,,,,,,,,,
506016,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/22/2019,Successful Completion Employed,3/23/2020,,3/23/2020,UPS,,,Loader/Unloader,40,14,1,1,9,0,,,,
2181,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/1/2019,8/2/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/2/2019,Successful Completion Employed,5/20/2019,,5/20/2019,Frank Crum,,,Driver,40,18,0,0,9,0,,,,
430685,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,,,,                              ,,,,,,,,,,,,,,
483097,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/28/2019,5/10/2019,Unsuccessful Completion - Did Not Meet Requirement,University of the District of Columbia (UDC),Quick Path to Energy,,,,,,                              ,,,,,,,,,,,,,,
507097,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/14/2019,Successful Completion Employed,8/30/2019,,8/30/2019,Federal City Recovery Services,Washington,DC,Associate,40,14.5,1,1,9,0,623220,,,
117666,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/8/2019,Successful Completion Employed,8/1/2019,,7/15/2019,WDC Solar,Washington,DC,Installer,40,16.5,1,1,9,0,423720,,,
115252,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/8/2019,7/26/2019,Unsuccessful Completion - Dropped Out,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,,,Unknown Status,4/15/2020,,                              ,,,,,,,,,,,,,,
429471,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/21/2019,Successful Completion Employed,2/24/2020,,                              ,,,,,,,,,,,,,,
231692,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/14/2019,,,,                              ,,,,,,,,,,,,,,
219866,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,,,Successful Completion Employed,1/23/2020,,9/13/2019,DC Water and Sewer Authority,Washington,DC,Utility Service Worker Apprent,40,15,1,1,9,0,924110,,,
479871,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,,,,                              ,,,,,,,,,,,,,,
195264,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/24/2019,,,,                              ,,,,,,,,,,,,,,
205388,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,Successful Completion Employed,10/2/2019,,10/2/2019,Prospect Waterproofing Co,Sterling,VA,Helper,40,15,1,1,9,0,237110,,,
511703,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/14/2019,Successful Completion Employed,2/24/2020,,1/13/2020,CHIPOTLE,,,Crew Member,18,14,1,1,9,0,,,,
461423,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/20/2019,7/8/2019,Successful Completion,ITC Technologies LLC,Cisco Certified Network Associate (CCNA),5,6/21/2019,Unknown Status,8/31/2020,,                              ,,,,,,,,,,,,,,
113988,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/15/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,6,8/29/2019,Successful Completion Employed,11/8/2019,,11/8/2019,MD Dental Center,Silver Spring,MD,IT Technician,25,15,0,0,9,0,,,,
480062,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/5/2019,5/24/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,5/24/2019,Unknown Status,9/17/2019,,                              ,,,,,,,,,,,,,,
11424,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/9/2019,,,,                              ,,,,,,,,,,,,,,
67701,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/25/2019,9/25/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,9/25/2019,,,,                              ,,,,,,,,,,,,,,
106697,DC Infrastructure Academy,313,Enrolled In State And Local Training,2/28/2019,3/1/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/1/2019,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
505856,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/6/2019,6/7/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/7/2019,Successful Completion Employed,6/16/2019,,6/16/2019,Tyson Project Management Group,Washington,DC,Laborer,40,15,1,1,9,0,541614,,,
513168,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,9/20/2019,Successful Completion Employed,1/18/2020,,1/18/2020,Mb Staffing Svc LLC,Washington,DC,Associate,40,16,1,1,9,0,541612,,,
507217,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/24/2019,,,,                              ,,,,,,,,,,,,,,
512859,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/3/2019,9/4/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/4/2019,Successful Completion Employed,11/2/2019,,11/2/2019,Shake Shack,,,Team Member,40,13.86,1,1,9,0,,,,
148018,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/25/2019,7/26/2019,Unsuccessful Completion - Failed to Report,The Training Zone of the DMV,OSHA 30,5,6/28/2019,Successful Completion Employed,8/22/2019,,8/22/2019,Compass Group USA,Leonardtown,MD,Cook,40,14,1,1,9,0,72231,,,
46589,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/8/2019,Successful Completion Employed,11/26/2019,,11/26/2019,Thomas Facilities Services,,,custodian,40,15.25,0,0,9,0,,,,
152734,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/1/2019,8/2/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/28/2019,,,,                              ,,,,,,,,,,,,,,
9422,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/15/2019,9/27/2019,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,5,7/26/2019,,,,                              ,,,,,,,,,,,,,,
405864,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/13/2019,8/14/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/14/2019,,,,                              ,,,,,,,,,,,,,,
506630,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/28/2019,3/29/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/29/2019,,,,                              ,,,,,,,,,,,,,,
317084,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,,,Successful Completion Employed,9/9/2019,,9/9/2019,"Pepco Holdings, Inc.",Washington,DC,Lineman,40,20,1,1,9,0,221122,,,
151689,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/3/2019,9/4/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/4/2019,,,,                              ,,,,,,,,,,,,,,
130776,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,Successful Completion Employed,2/24/2020,,7/29/2019,Wmata,Washington,DC,IT Management Analyst Contract,40,25,1,1,9,0,485119,,,
